username,full_name,bio,followers,bio_links,url
1998y_x,倩,最好,97,[],https://www.threads.net/@1998y_x
st_moomoo,,"在追星之前，我先是一個台灣人。
#晚安台灣 #台灣加油",218,[],https://www.threads.net/@st_moomoo
10.am.10.pm,10am10pm  拾時工作室︎︎𓂃⟡.·,"插畫｜手作🍀 
我的廣島旅記 📼My Hiroshima Travel Diary ↓",1235,['https://youtu.be/7NHXfjJN0ps?si=QQmmwY9Q4ET3uXo1'],https://www.threads.net/@10.am.10.pm
susu_treeblossem,小樹開花,"在傷心的絕境中，用占卜種下種子。
一起開出長滿花的小樹，
花的名字是自由。
我是酥酥，有時候脆脆的，有時候軟軟的。
我是解牌人，喜歡和有故事的人一起找方向。
問我任何事，我會用整個宇宙去做這件事。
但是人生的方向，只有你可以做決定。
🔮運勢占卜：愛情探索、職涯規劃、財務心態、人際關係",1357,['https://linktr.ee/The.Path.of.Broken.Soul'],https://www.threads.net/@susu_treeblossem
zzrou7789,周周🦕,"𝙏𝙄𝙉
𝙕𝙐𝘼𝙉
𝙏𝙕𝙊
* `🌻・*☆` ・💎☽°☆・°:** `⚡️",22,[],https://www.threads.net/@zzrou7789
papaaawan,帕汪,"生活中的小廢事
我就是最廢的那個嗚嗚嗚嗚",54,['https://twitch.tv/papaaawan'],https://www.threads.net/@papaaawan
xin._.11.27,,"💭🫧
-
幸福了
-",178,[],https://www.threads.net/@xin._.11.27
,,,,,
xew.1226,·Emma,.,173,[],https://www.threads.net/@xew.1226
31._justin,ᴊᴜsᴛɪɴ ᴢʜ,,91,[],https://www.threads.net/@31._justin
bblythe_0524,郁婷 ☻,"喜歡聽歌的女孩✌🏻
廢文小天地🫠",51,[],https://www.threads.net/@bblythe_0524
funny11235813,哇酷哇酷,"分享抖音有趣影片的地方
知道來源的歡迎補充感謝",5473,[],https://www.threads.net/@funny11235813
kunsun5705,Kunsun Lee,對“腹瀉時，不要相信任何一個屁“這個說法有了更深的理解。,1369,[],https://www.threads.net/@kunsun5705
mayukichou,葳老闆｜周品均,"這裡只寫大辣的東西🌶️🌶️🌶️
玻璃心不要看 看了不舒服就封鎖我 
別浪費時間來說教 我會封鎖你🫶🏻",151331,['https://youtube.com/@mayukichou?si=ZQxBNFl4IdAF8FcA'],https://www.threads.net/@mayukichou
memoir_flower,𝑴𝒆𝒎𝒐𝒊𝒓 𝑭𝒍𝒐𝒘𝒆𝒓 𝑫𝒆𝒔𝒊𝒈𝒏 台北花藝設計,"預約制｜FLORAL STUDIO
𓏺
欲購買一束完美的花
還需提早私訊討論
𓏺
‘’你好，有品味的人，我知道你會遇到我’’
𓏺
▪️客製永生花／鮮花束花禮
▪️台北市文山區捷運萬隆提供面交
▪️全台提供宅配𓏺雙北平台車送",10472,['https://www.instagram.com/memoir_flower?igshid=MzMyNGUyNmU2YQ%3D%3D&utm_source=qr'],https://www.threads.net/@memoir_flower
__mu.91,小妤,如果幸福了 就會停更,2861,[],https://www.threads.net/@__mu.91
cny_.08,🐰,紀錄我的可悲人生,191,[],https://www.threads.net/@cny_.08
laichahung,,"點頭微笑～～說聲嗨
年輕的時候～～
覺得酒難喝
喝咖啡的都是狠人
長大後～～
酒是知音～～偶爾安靜來一杯
咖啡是夥伴～上班都需有來一罐",29,[],https://www.threads.net/@laichahung
l1loool1l,徐浩哲,"「INFP🦋」「INFJ」🤡「INTP」🫥吸引者
希望這的想法能讓你對世界多一點關懷
迷因時事｜心理｜哲學｜日常思辨
台北人",918,['https://tinyurl.com/Linejack'],https://www.threads.net/@l1loool1l
seenderella_meme,已讀不回仙度瑞拉,,49406,[],https://www.threads.net/@seenderella_meme
dell_1018,🔥達爾𝕯𝖊𝖑𝖑🔥,"你的價值永遠不會因為遇到了不懂欣賞的人而減少🪄
合作📧aaa11189111@gmail.com",18894,[],https://www.threads.net/@dell_1018
david82426,Lincong,Hi 👋,3604,[],https://www.threads.net/@david82426
pupuders,蒲小健,"貓是真的可愛🐈‍⬛
猫は本当にかわいいね 🐈",1203,[],https://www.threads.net/@pupuders
zuiin.e,育寧,這裡你願望都會實現๑>ᴗO๑ .ᐟ.ᐟ,177277,['https://www.instagram.com/zuiin.e/profilecard/?igsh=MWNtbTF2bDVrZWR0dA%3D%3D'],https://www.threads.net/@zuiin.e
thisisroxy,🐯,ENFP但沒有很E🩵,813,[],https://www.threads.net/@thisisroxy
love_lesson_mrd,愛情診療室,"想你熊shinybear圖文作者Mr.D本人
這裡會發一些生活照&講一些五四三",1113,['https://tw.shp.ee/x6pTvko'],https://www.threads.net/@love_lesson_mrd
pisserwang,Pisser Wang,"ENTP  |  2/4人  ｜顯示生產者  ｜ 二分人
只是拿來記錄不想讓自己忘記的那些話",203,[],https://www.threads.net/@pisserwang
v.aantunes,Valeria Aantunes,,90,[],https://www.threads.net/@v.aantunes
ting626723,謝大膽,"世界上沒有一隻貓不能解決的事
如果有
那就養2隻吧。",39,[],https://www.threads.net/@ting626723
ilin_0724,李翊琳,2貓2狗ㄉ僕人🐶🐱,188,[],https://www.threads.net/@ilin_0724
jeff.1123,八萬,(´▽`)ﾉ,1006,[],https://www.threads.net/@jeff.1123
lin__sheep,我是羊羊🐑,"我有一隻小天使狗狗柯基BuBu
說說一些生活上的小事
開心的不開心的幸福的難過的好笑的
超級喜歡白熊跟Chiikawa",993,[],https://www.threads.net/@lin__sheep
potatoisyourbestfriend,魔法馬鈴薯🌟,"占星🌟/塔羅🃏☪️/奇怪ㄉ插畫🥔
一顆會用魔法治癒你的馬鈴薯 
⚠️占卜服務請先到IG查看價目表、注意事項
IG私訊/Line皆可預約(0931773117電話號碼搜尋）",8925,['https://linktr.ee/rachelpotato'],https://www.threads.net/@potatoisyourbestfriend
1nnze23,𝐄𝐯𝐢𝐞ᰔᩚ,,3411,[],https://www.threads.net/@1nnze23
alexeylin816,Alex Lin,低調一點的碎念,202,[],https://www.threads.net/@alexeylin816
damnyou7788,每天要你的神回覆,"給你滿滿廢文
#peace #❤️ #🇹🇼

廠商洽詢📪wtfyou7788.box@gmail.com",304707,[''],https://www.threads.net/@damnyou7788
lu_faline,𐂂,ㄴ紀錄一些我喜歡的排球男‎ ·͜·♡,2147,[],https://www.threads.net/@lu_faline
winter_birch,Winter Birch,"The real way to get a man is with melted cheese and cream of mushroom soup, He will die at 50 but his love will be true. ～Mary Cooper",43,[],https://www.threads.net/@winter_birch
knews_taiwan,Knews知新聞,"⭐《知新聞》，最有質感的新聞平台！
我們開站啦！點擊主頁連結到官網看更多深度報導👇🏻",1064,['https://linkgoods.com/knewstaiwan'],https://www.threads.net/@knews_taiwan
tingyu_wang1969,王定宇,我是台灣的國會議員，偶爾客串電視、廣播節目的來賓，如果有一天，不從事政治工作，定宇最想做的是開花店或是法棍麵包師，最享受的是陪孩子和家人窩上一整天...,69575,[],https://www.threads.net/@tingyu_wang1969
fang_achon,Grow like summer flowers,"INFP-A患者
你的溫柔，我用文字乘載
臺灣加油",263,[],https://www.threads.net/@fang_achon
mevictord,VIC,Planoite my ⛺️in HTown I have a grassroots followers system 1️⃣ at a time 🤣 Student of LAW! And a Veteran 📺 TxSUAlumni 👨🏾‍🎓💙‼️,7534,[],https://www.threads.net/@mevictord
hk_sport_athlete,HK 🇭🇰 Sport Athlete,"HKG 香港🇭🇰
One Team • One Dream❤️‍🔥
Let’s go Hong Kong🔥 
--請支持香港運動員！--",1882,['https://instabio.cc/hksportathlete'],https://www.threads.net/@hk_sport_athlete
chiahsinlin,Josh Lin,"Taiwan. 🏳️‍🌈
艋舺｜宜蘭｜退休Diva （？）｜INFJ
每日講台語｜Male Feminist ｜Gender Equality",1324,[],https://www.threads.net/@chiahsinlin
petite_marina,Marina W.R. JIANG,Marina🕵🏻+🐾🐾巴黎日常第14年,27496,['https://www.facebook.com/petite.m.marina'],https://www.threads.net/@petite_marina
wan_wan.wan,琬琬,Threads讓人滑不停☺️,18,[],https://www.threads.net/@wan_wan.wan
pennychiou,Penny Chiou,"不專業行銷人，資訊焦慮者，不是在滑手機就是在滑手機的路上，不愛吃蔥本人。
現在的夢想是把電影看懂，還有希望有一天能把手機丟掉。",143,[],https://www.threads.net/@pennychiou
li.chiyue,𝐅𝐑𝐀𝐍𝐊𝐈𝐄 𝐋𝐈 🦄,這裡是碎碎念的筆記本 🌸,419,['https://linktr.ee/li.chiyue'],https://www.threads.net/@li.chiyue
eric_lin_0,艾瑞克•林,"艾瑞克•林
IG：eric_lin_0
HTSH 🏠112➡️🏠204（商管人🙂）
追蹤><
👇👇👇",214,['http://ngl.link/linxinhong84'],https://www.threads.net/@eric_lin_0
360lin,林思辰,我會在這裡碎唸,529,[],https://www.threads.net/@360lin
william_chingte,賴清德,"我是賴清德，天秤座B型，你可以直接叫我賴桑！
#中華民國第16任總統",290003,['https://www.dpp.org.tw/'],https://www.threads.net/@william_chingte
gokhand.44,Gokhan Duran,"New York, USA 📍",6219,[],https://www.threads.net/@gokhand.44
my___0610,彭名揚,"📧 相關合作請洽 shbctaiwan 
信箱：a0926763071@gmail.com
Taiwan 400mhurdles田徑歷年第一傑 
最佳成績 48秒62全國紀錄保持者
2024巴黎奧運選手
#asics #asicstw",40728,['https://bingx.com/invite/AVUFE8'],https://www.threads.net/@my___0610
flow__tong,黃靖彤,"황진통
Taiwan Taipei",6317,[],https://www.threads.net/@flow__tong
wei_xiang.74,Chessman,專門紀錄生活日常廢文的地方,220,[],https://www.threads.net/@wei_xiang.74
passerbyme,,你關注的人也關注了他,4356,[],https://www.threads.net/@passerbyme
zyr115,Zhang Ying Rou,"養了三隻貓
是男朋友的無腦迷妹
LNG、好味小姐、吉伊卡哇一生推",1085,[],https://www.threads.net/@zyr115
_8.zm.11_,沒中零,殺不死我的不如直接殺死我,311,[],https://www.threads.net/@_8.zm.11_
l.yun_ching,林昀靚,,483,[],https://www.threads.net/@l.yun_ching
eijo_015,015,"♡ ❁✧ 安妮的安安日記 ✧❁ ♥
♥ 咖啡因續命 抱怨是常態 噁男別沾邊(ˆ⌣ˆԅ)
♡ 我不正經你也不太正常 但我們都很有禮貌🦦💨
♥ 追蹤不互動的別追蹤 我會刪人 別增加我工作量",7875,[],https://www.threads.net/@eijo_015
lin.1217_,,"INFJ-T
現在是不被女人影響心情的陳邱蓋",7721,[],https://www.threads.net/@lin.1217_
ymzy_yyz,,@_7__kk,2022,[],https://www.threads.net/@ymzy_yyz
_xczw6,小 迎,"𝘌𝘯𝘧𝘱
看我碎碎念 ₍ᐢ ›̥̥̥ ༝ ‹̥̥̥ ᐢ₎",1278,[],https://www.threads.net/@_xczw6
s_iluso,✨,🇬🇧🇹🇼,6769,[],https://www.threads.net/@s_iluso
llcoiii,曼,"@sooyaaa__
愛可遇不可求",8487,['https://www.instagram.com/llcoiii?igsh=MWllZnkxd2xqcXlk&utm_source=qr'],https://www.threads.net/@llcoiii
_hixxzc,,我勒個豆豆,4802,[],https://www.threads.net/@_hixxzc
lamimzi,梓,,16079,[],https://www.threads.net/@lamimzi
y4uanc,Y,UT,11062,[],https://www.threads.net/@y4uanc
wh_.415,H,是不是我再好看一點就會被愛了,1910,[],https://www.threads.net/@wh_.415
isabelleliu_,,荒廢貓帳,11310,[],https://www.threads.net/@isabelleliu_
leezhkn,蓁,這是我的小小發瘋世界,227,[],https://www.threads.net/@leezhkn
nslmc3_x1k,77,幸福不是情歌,7277,[],https://www.threads.net/@nslmc3_x1k
li_qi.0503,𝙻𝚒,"被原2綁架的玉米
@kdongdong_c2._ 👈🏻原2帳",71,[],https://www.threads.net/@li_qi.0503
haru.haku._,HARU.HAKU,"ぴかぴかのHAKU 様 💎🤍
有你的每一天都是閃閃發光✨",194,[],https://www.threads.net/@haru.haku._
isaro_719,𝐢𝐬𝐚𝐫𝐨 · 鄭彫秦,"是「彫」
養了隻不知道是🦒還是🐶的🦅",300,[],https://www.threads.net/@isaro_719
nelson__forest,v ＾• ω •＾ v,"春天的溫暖 夏天的熱情 秋天的涼爽 冬天的太陽
最近喜歡吃香草水餃🥟",113,['https://youtu.be/ASCNgZpNvCg?si=87EoKcRW-380MYuc'],https://www.threads.net/@nelson__forest
fenix_mook,FEniX出道週年紀念誌應援計劃,"紀錄你們每一字一句的真心
紀錄我們上山下海踩過的風景",216,[],https://www.threads.net/@fenix_mook
w.w.0613,W.W,舊帳whitewinter69被盜了，避難所,9,[],https://www.threads.net/@w.w.0613
jieceling_0810,潔廁靈👃🏻✋🏻,"💈NARCISS🏫GVHS
🍀🍀🍀
☆
☆
☆
@bts.bighitofficial @txt_bighit @enhypen
@saythename_17 @boynextdoor_official @elvis_0818 @hrcbrian_beastcrew",111,[],https://www.threads.net/@jieceling_0810
_xyooooolin,yo_0! ˙Ⱉ˙ฅ,"嗨！😶‍🌫️🫧
自己找飯吃哦ヽ(*´∀`)ﾉﾟ.:｡",14,[],https://www.threads.net/@_xyooooolin
asmallcave,,"2024年初跌進鳳凰坑後再也沒有爬出來過的傢伙
一萬公里外的救火隊",10,[],https://www.threads.net/@asmallcave
ai.zzz_rrr,矮子,🌹 盯齊野薔薇 🌹,236,[],https://www.threads.net/@ai.zzz_rrr
dodohua,尤勝輝,"I'm  happy to join the website and to follow people's activities or thing .
160821",148,[''],https://www.threads.net/@dodohua
_eleanor1228,えり,動畫、漫畫、小說之類的。,10957,[],https://www.threads.net/@_eleanor1228
tattooer.louis,陳路,♀ 台灣人｜認認真真ㄉ遊戲人間✨｜要看刺青去IG,5894,['https://miin.cc/user/louischen'],https://www.threads.net/@tattooer.louis
savoirtw,Savoir | 影樂書年代誌,"✨嗨，這是Savoir Taiwan的官方帳號。
台灣｜人文｜社會科學｜藝術｜科普｜非營利｜窮。
🪑🎠傾聽世界變化的萬千聲音，1930直到未來的🎦電影、🎸音樂、📗書籍數位年代誌。",13800,['http://www.savoirtw.org/'],https://www.threads.net/@savoirtw
chenwancai50,財哥專業檳榔攤,檳榔脆…汁開胃…,17243,['https://tw.shp.ee/a6PUrv9'],https://www.threads.net/@chenwancai50
pts.news,公視新聞網,公視新聞觀點多元、報導獨立、深度分析，提供您台灣與國際的最新訊息。,50839,['https://news.pts.org.tw/'],https://www.threads.net/@pts.news
ghibliarchives,Ghibli Archives,"An archive of scenes, art & illustrations.",562159,[],https://www.threads.net/@ghibliarchives
rejectness,rejectness,#1 source for pop culture ◡̈,184951,[],https://www.threads.net/@rejectness
jamesgunn,James Gunn,Writer-director of the upcoming SUPERMAN and the Guardians of the Galaxy films. DC Studios co-chief. Husband. Friend to dogs. Servant to my cat.,886756,['https://t.co/Owh9udpNCZ'],https://www.threads.net/@jamesgunn
pixar,Pixar,To infinity…and beyond!🚀 Welcome to the official home of Pixar on Threads!,1760355,[],https://www.threads.net/@pixar
moko__to__moko,ますだみく I miku masuda,"イラストレーター I 漫画家
✉️ info-creator@asobisystem.com
ときめいた日常の記録です。",14921,['https://www.mikumasuda.com/'],https://www.threads.net/@moko__to__moko
girls,Girls,"The Most Relatable Content For Girls! 💕
24th most liked account on TikTok with 12M followers🏆 
📧sales@10pmcurfew.com",1809883,['https://10pmcurfew.com/'],https://www.threads.net/@girls
empire_of_samurai,EMPIRE_OF_SAMURAI,"Japanese Art Gallery!
Thanks to all followers and artists!",162565,[],https://www.threads.net/@empire_of_samurai
0t1n9o,碰捧.,我要養貓貓 兔兔 蛇蛇！！！！！！！！（超大聲）,34,[],https://www.threads.net/@0t1n9o
tou_koushi,鄧皓之,"2008.11.13
でも私は悔いて叫んで雨が降って",9416,['https://www.youtube.com/@tou_koushi'],https://www.threads.net/@tou_koushi
tomo.y9,Tomohisa Yamashita 山下智久,山下智久,885234,['https://movie.tomohisayamashita.com/'],https://www.threads.net/@tomo.y9
remu19971203,涼森れむ,"ティーパワーズ所属＊プレステージ専属
趣味＊🎣・🏌️‍♀️",114100,['https://mobile.twitter.com/remu19971203'],https://www.threads.net/@remu19971203
loshihtang,羅世棠,我是黑心經紀,6010,['https://youtube.com/@lotang0815'],https://www.threads.net/@loshihtang
banahehehehe,ニーナ                      旎  均                    ₍ᐢ..ᐢ₎,每日一汪(🥤)連載中,561,[],https://www.threads.net/@banahehehehe
memecatxd1314,要不要來我家看貓,我是Nimbus🌈✨💅🏻🦄,10235,[],https://www.threads.net/@memecatxd1314
juringchu,,講些我爽的,137,[],https://www.threads.net/@juringchu
dcard.video,Dcard Video|影音團隊的秘密後花園,"安安 這裡是狄卡影音 
一群拍片ㄉ人～_～
今年一定要得 #走鐘獎 ！（好的明年再努力
⬇️我們的影片",88853,['https://youtube.com/@DcardTaiwan'],https://www.threads.net/@dcard.video
nude.1000_,n u d e Kurtㅣ高端自然手工霧眉,台北中山霧眉,74,['https://page.line.me/682shjdk'],https://www.threads.net/@nude.1000_
zoo_zoo._._,Meg家是動物園,"迷因狗群！
喜歡都可以試吃
貓一隻 狗♾️（你可以數看看）",1061,['https://linktr.ee/megzoozoo'],https://www.threads.net/@zoo_zoo._._
mr.doumiao,豆苗先生🌱,"Mr.Doumiao ｜ Taiwan
不是檳榔也不是橘子也不是駭客",64593,[],https://www.threads.net/@mr.doumiao
gracieabrams,Gracie Abrams,The Secret of Us :’) out now,474075,['http://gracieabrams.lnk.to/TheSecretofUsDeluxe'],https://www.threads.net/@gracieabrams
hk.startup,生意轉讓平台 • 香港創業頂讓頂手 Build-u-biz.com,"follow我地啦✋💁
生意轉讓｜低成本開業｜創業吹吓水
更多青年創業資訊，可以按以下網頁👇🏻",2538,['https://www.build-u-biz.com/'],https://www.threads.net/@hk.startup
noyessterling,百變好物分享站,什麼都愛分享點🤓,325,['https://funlife01.com/products/'],https://www.threads.net/@noyessterling
hopzzz11,𝗛𝗢𝗣𝗭𝗭,"- Welcome To My Mind  -                             
           
        
      
The place they steal posts from.",116181,['https://www.instagram.com/hopzzz11'],https://www.threads.net/@hopzzz11
xiaoer_1996,劉照君,世間百無聊賴，願能搏君一笑,716,['https://www.facebook.com/beifukezhanxiaoer'],https://www.threads.net/@xiaoer_1996
raneemgodah0,Raneem Godah,Barcelona ♥️,38113,[],https://www.threads.net/@raneemgodah0
talkpersia,說說伊朗,"說說伊朗這個國家，說說波斯這個文明，說說中東這個地方。
Sharing about Iran, Persian culture, and the Middle East.",3556,['https://portaly.cc/talkpersia'],https://www.threads.net/@talkpersia
hsuhsianghuimay,May&Lloyd,"35歲以前是社工師，35歲後立志當個快樂的自由人
🧡療癒師夫婦／心理學者（Lloyd)／高考社工師（May)
💛GRMT呼吸療癒(NZ)、聊心服務(NZ/線上/依能力隨喜)",161,[],https://www.threads.net/@hsuhsianghuimay
anchihinwoods,許安植 Wilson,"演員 
𓂃𓊝𓄹𓄺𓂃𓂃𓂃
Threads會發我的攝影、日常隨筆 
更多關於我請追蹤IG : anchihinwoods",6443,[],https://www.threads.net/@anchihinwoods
thomastapy,Thomas Tapy,"NYC
SB❤️
Management: @xtalentmanagement",18799,['https://youtube.com/@thomastapy?si=CV21EoKiYjei8zCu'],https://www.threads.net/@thomastapy
iimyaki,jacky,"Health|Beauty 
👸🏻🎀
📧- iimyakicollabs@yahoo.com",2732,['https://linktr.ee/justtyakii'],https://www.threads.net/@iimyaki
ps1hagrid666,Big Chungus 翻一些羹圖,"懶叫
I'm the Trash Man!
I come out, I throw trash all over the ring, and then I start eating garbage!",7298,['https://www.dcard.tw/@longlivejerome'],https://www.threads.net/@ps1hagrid666
omi_kim,omi,Creator/Photographer,66041,['https://omikim.jp/'],https://www.threads.net/@omi_kim
gorilla66678,Jerry大傑（大猩猩動物園🦍）,"萬事皆可「靠」
合作相關請私
抖音、YT頻道連結在👇",4857,['https://www.tiktok.com/@gorilla66678?_t=8h8U1YnK3Mo&_r=1'],https://www.threads.net/@gorilla66678
isa.sapcu,𝐢𝐬𝐮,"| Quotes☕️✨
only good vibes 🤍",6419,[],https://www.threads.net/@isa.sapcu
lihaocreator_eva,Lihaocreator_Eva,"· 室內設計師
· Interior Design
· Commercial Space Design
· Presale House Design Changes
· Interior Decoration
✉️evahuang@lihaocreator.com",276,[],https://www.threads.net/@lihaocreator_eva
studio_ghibli_films_gallery,Studio Ghibli Films Gallery,"Enjoy daily art and scenes from your favorite Ghibli films. Follow for more magic!
📸 All rights to Studio Ghibli. Fan account.",44325,[],https://www.threads.net/@studio_ghibli_films_gallery
nsdd._.738,永遠挑食的🐷,"沒什麼🉑看的
想發什麼就發什麼",26,[],https://www.threads.net/@nsdd._.738
futsuu.murmur,不是特別的不行嗎。,主要在粉專活動。一個不特別的人的雜言碎語。,455,['https://www.facebook.com/futsuu.murmur?mibextid=LQQJ4d'],https://www.threads.net/@futsuu.murmur
warslinnn,Arashi,"直男日記
我IG的reels很下飯🕺🏻
屬於吹頭髮會閉眼睛的人類",21522,[],https://www.threads.net/@warslinnn
brianbrianliu,Brian,"LA | NY | TW
Founder & Partner
local.remote ⬇️🔃 local.local_ 🔵🟤",1559,['http://brianliu.work/'],https://www.threads.net/@brianbrianliu
akira_kuwa,桑原先生 AKIRA,,1037,[],https://www.threads.net/@akira_kuwa
allstarletsdebate,全明星辯論會,"由評審長陶晶瑩、司儀視網膜及隊長陳芳語、黃豪平領軍帶隊，
全台灣首檔藝人參與以辯論為主軸的大型棚內實境綜藝🗣️
👄三立都會台/每週六晚上八點
👄中華電信隨選MOD、Hami 每週日凌晨12點
👄MyVideo每週日中午12點
👄KKTV每週日中午12點
👄官方YouTube每週二中午12點",1840,['https://www.youtube.com/@allstardebate'],https://www.threads.net/@allstarletsdebate
arasami63611,AraSami,"日本好き！可愛動物星球頻道（❓️）
わたしは誇跨人啦！
用力追蹤世上各個美麗可愛的人🫶 事🤍 物🩷
大力稱讚眼見所有的美好、讚揚耳聽悅耳的美妙🥰
🐶
✨️不時分享一些生物直到追蹤有一堆生物✨️
🐱
但願世上所有的詐騙公母畜及牠的親友都不得好死，業力引爆至自身死無全屍！幫兇一樣去死",371,[],https://www.threads.net/@arasami63611
nadaabdelaal11,ᴺᴬᴰᴬ,🦋,21367,[],https://www.threads.net/@nadaabdelaal11
pale_flare,pale flare,"outtakes, thoughts on various things. B-side of pale_flare on IG. All the images are mine.",966,[],https://www.threads.net/@pale_flare
catsillys,Cat Sillys,•⩊• Very silly cats.,28098,[],https://www.threads.net/@catsillys
kookv_panda,팬더🐼⁷,"任何感興趣的事物都會分享✨
防彈一生推 ｜ 國擔 ｜17年入坑 ｜ 🇹🇼
TAEKOOK FOREVER💜💚💧🔥",1208,['https://twitter.com/kookv_panda'],https://www.threads.net/@kookv_panda
vuiveisfunny,Vui ve is funny,#trend #foryou #relax,7181,[],https://www.threads.net/@vuiveisfunny
liveinhsinchu,新竹阿宅,竹北原住民、在地人,91,[],https://www.threads.net/@liveinhsinchu
elvajordan8,Elva Jordan,"這裡是貓貓の天下，分享可愛萌貓
俘獲你的❤ | 療癒天地❤ | 貓奴聚集地",2352,[],https://www.threads.net/@elvajordan8
linxilei93,沈修,"🏆多元化遊戲選擇，無限樂趣
🥊輕鬆學習，輕鬆賺錢！加入我們🤟
🚀掌握最新代理技巧，讓流量變現不再是夢想！
•	官方Line : @094pauum",271,[],https://www.threads.net/@linxilei93
sunfish3200,晴晴晴(๑•̀ㅁ•́ฅ),"ENFP
養了兩隻貓跟一隻狗
貓女兒是小公主，貓兒子是搞笑男
純看貓歡迎右轉➡️ @mantoe_noli",1561,[],https://www.threads.net/@sunfish3200
clickonthisprofile,,An internet explorer’s digital library.,2212,['https://open.spotify.com/track/1fVB95NuiezzHZiklRNpMc?si=SVf3iI-DQhqPL5RM5kQreQ'],https://www.threads.net/@clickonthisprofile
kira_kuo,Kira K ·͜·♡,喵,2816,['https://campsite.bio/kirakuo'],https://www.threads.net/@kira_kuo
jr_1485_,우우(𝟧𝟧),,1447,['https://bio.site/jr_1485_'],https://www.threads.net/@jr_1485_
cat_dodo_2021,貓世界坊,"貓世界貓坊
特寵業繁字第s1100028 號
台中市沙鹿區福安街55號",1223,['https://linkby.tw/catworld?fbclid=PAZXh0bgNhZW0CMTEAAaZM8weyTk46sH6wXAgd5L2sLbI6mslrkqgnj7yM5636GZR-nvNJK2H6bLk_aem_AbLyIjf1d90aC84w9TMvpY1-nQ1Hpe5fxn0aCUuTtygO4ar6I-91Jplzrr4s8Tw6SXLE0ee7yLot11fitqy8CBMJ'],https://www.threads.net/@cat_dodo_2021
fooyuu_alien,福予Alien ｜新竹美髮。縮毛矯正。京喚羽系統修護｜,新竹髮型師❤️莫莉寶寶的把拔,1620,[],https://www.threads.net/@fooyuu_alien
kingshikha,ABHISHIKA KUSHA,"You are a gift that will change someone's life & glorify God ✝️
Counsellor🪴| Public Speaker🌬| Social Worker👣| Blogger ✨|
💌 abhishika.kusha@gmail.com",20399,['https://www.facebook.com/KingShikha/'],https://www.threads.net/@kingshikha
lisayu7777,,人生真正的努力是讓自己與自然能量達到和諧，而不是一昧的抗爭與強求,119,[],https://www.threads.net/@lisayu7777
frabbitbox,羽兔盒🐇,"🐰ú thòo a̍p🐰
✨熱愛臺灣本土語&文化、支持法理建國✨
-
【名詞定義】
📜「臺」灣－島嶼名
📜「台」員－台語族群名
📜華語 / 中語－和普通話為同種語言，為半人工語言
📜臺灣本土語＝台語＋客語＋南島族語＋臺灣手語
📜中華民國－無臺澎主權，僅治權，二戰後代同盟國軍事代管臺澎",5604,['https://lit.link/frabbitbox'],https://www.threads.net/@frabbitbox
imwithered,구월🌙,"ᴍᴏɴʙᴇʙᴇ :):
追星的碎碎念日常（偶爾夢一下",133,[],https://www.threads.net/@imwithered
chewchew.com.tw,海秋大大和小小夥伴の📝,隨便拍、隨便分享,3771,[],https://www.threads.net/@chewchew.com.tw
rusyun_0904,🧸,,239,[],https://www.threads.net/@rusyun_0904
y.t197_,𝓣𝓲𝓷𝓰.,"listen to your heart.
not to people’s opinions.🩵",2067,[],https://www.threads.net/@y.t197_
cc_wlemon,🌈🐟,🌈🐟,254,['https://linktr.ee/cc_wlemon'],https://www.threads.net/@cc_wlemon
21nhee_,桑普  ༘⋆✿,這裡是屬於我的烏托邦,33,['https://marshmallow-qa.com/r8wx04dtubui0aj?t=6sqhNi&utm_medium=url_text&utm_source=promotion'],https://www.threads.net/@21nhee_
dennislee82,Dennis Lee,"Like take photos, eat nice foods around. Love puppys. 
WeChat: dennislee82
Whatsapp: 016-3230412",2617,['http://fb.com/dennislee.282'],https://www.threads.net/@dennislee82
mitominto,陸昱霖,記錄我的心情、想說的話,113,['https://lit.link/en/ChocoMint'],https://www.threads.net/@mitominto
ferferlinn,FERFER,嗝～,29920,['https://youtu.be/yIMY0ITy_2o'],https://www.threads.net/@ferferlinn
htcherrrrrrrrie_07,нτс (*.ﾟωﾟ),∫ 𝘽𝙚 𝙮𝙤𝙪 𝘽𝙚 𝙪𝙣𝙞𝙦𝙪𝙚 𝘽𝙚 𝙘𝙧𝙖𝙯𝙮 𝙔𝙤𝙪’𝙧𝙚 𝙗𝙚𝙖𝙪𝙩𝙞𝙛𝙪𝙡_,342,[],https://www.threads.net/@htcherrrrrrrrie_07
viiyuu1021,V,許願下輩子當渣男或貓咪,61,[],https://www.threads.net/@viiyuu1021
xxi.galaxy,우주,"💫
對권지용&임창균&김운학的碎唸空間(???",314,[],https://www.threads.net/@xxi.galaxy
lizi.4elvis,ʀᴜʏɪɴ,"For Saturnday Elvis
/
📝📷👶🏻🦊💖",155,[],https://www.threads.net/@lizi.4elvis
gg8_9,簡駿為,發一些攝影的心路歷程,600,[],https://www.threads.net/@gg8_9
bean_641,豆,"無聊剪剪東西療癒自己
每年目標：看演唱會。
解決演唱會症候群就是
再買下一場演唱會的票",126,[],https://www.threads.net/@bean_641
